case,Year,R.mth,date,Country_residence,City_residence,Purpose_grp,Purpose,Air_Terminal,Sea_Terminal,Land_Terminal,langint,1st_visit,length_stay,travel_type,f1_gender,f3_occupation,f4_industry,f5_designation,f5_designation.oth,totacc_$,totfnb_$,tottran_$,totbiz_$,totedu_$,totmedi_$,tototh_$,totshopping_$,MainAccomm,MainHotel,travel_companion.1,travel_companion.2,travel_companion.3,travel_companion.4,travel_companion.5
6712,2014,April,9-Apr-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,4 days,Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,1440.93,284.66,133.66,0,0,0,0,189.81,Hotel,"Mandarin Oriental, Singapore",Spouse,Children aged 0-7 yrs,Children aged 8-12 yrs,,
6713,2014,April,9-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,2 days,Business (Non-Packaged),Female,Others (specify),Marketing & Media,Mager/ Assistant Mager,,311.26,42.56,0,0,0,0,0,239.81,Hotel,Traders Hotel Singapore,Business associates/ Colleagues,,,,
6737,2014,April,9-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,2 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Mager/ Assistant Mager,,752.87,70.93,42.56,0,0,0,0,89.81,Hotel,Mandarin Orchard Singapore,Alone,,,,
6738,2014,April,9-Apr-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 3,,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,425.55,141.85,42.56,0,0,350,0,289.81,Hotel,Mandarin Orchard Singapore,Spouse,,,,
6747,2014,April,9-Apr-14,Indonesia,Jakarta,Leisure,Stopover,Terminal 3,,,English,No,1 day,Non-Packaged,Female,Unemployed,Others (specify),Others (specify),,0,0,65.25,0,0,0,0,89.81,Stayed with relatives/ friends,,Alone,,,,
6750,2014,April,9-Apr-14,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,8-10 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,78.81,6.3,0,0,0,0,89.81,Stayed with relatives/ friends,,Spouse,,,,
6751,2014,April,9-Apr-14,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,5 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,42.56,11.35,0,0,0,0,119.81,Stayed with relatives/ friends,,Spouse,,,,
6753,2014,April,9-Apr-14,Indonesia,Surabaya,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",Terminal 1,,,English,No,2 days,Non-Packaged,Male,Others (specify),"Design related activities (e.g. architecture, interior, product, graphic design etc)",Others (specify),Software Engineer,0,0,31.21,0,0,0,0,89.81,Stayed with relatives/ friends,,Alone,,,,
6754,2014,April,9-Apr-14,Indonesia,Surabaya,Leisure,Visiting friends/relatives,Terminal 1,,,Chinese,No,15-29 days,Non-Packaged,Female,Retired,Others (specify),Others (specify),,0,6.55,3.27,0,0,0,0,89.81,Stayed with relatives/ friends,,Spouse,,,,
6796,2014,April,9-Apr-14,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,Chinese,No,1 day,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Environment and Energy,Clerk/ Secretary/ Persol Assistant,,660.66,300.72,0,0,0,0,0,89.81,Hotel,Novotel Singapore Clarke Quay,Alone,,,,
6816,2014,April,10-Apr-14,Indonesia,Surabaya,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Others (specify),Mager/ Assistant Mager,,118.21,56.74,14.19,0,0,3000,0,129.81,Hotel,Value Hotel - Balestier,Spouse,,,,
6818,2014,April,10-Apr-14,Indonesia,Surabaya,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,Chinese,No,2 days,Non-Packaged,Female,Retired,Others (specify),Others (specify),,94.57,47.28,23.64,0,0,200,0,89.81,Service Apartment,,Spouse,Children aged 20-39 yrs,,,
6820,2014,April,10-Apr-14,Indonesia,Malang,Business+Accompanying Pax,General business purpose,Terminal 1,,,English,No,2 days,Business (Non-Packaged),Male,"Businessman (small company, <50 people)",Marketing & Media,Director,,141.85,70.93,35.46,0,0,0,25,289.81,Hotel,YMCA Singapore,Spouse,,,,
6821,2014,April,10-Apr-14,Indonesia,Surabaya,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,English,No,3 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,211.36,47.28,94.57,0,0,0,0,89.81,Hotel,Malacca Hotel,Spouse,,,,
6822,2014,April,10-Apr-14,Indonesia,Surabaya,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,6 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Mining and Quarrying,Clerk/ Secretary/ Persol Assistant,,0,70.93,7.09,0,0,0,0,89.81,Stayed with relatives/ friends,,Alone,,,,
6823,2014,April,10-Apr-14,Indonesia,Bali,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Male,Student,Others (specify),Others (specify),,157.16,28.37,28.37,0,0,0,18,99.81,Hotel,Hotel 81 - Osaka,Friends,,,,
6827,2014,April,10-Apr-14,Indonesia,Bali,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,2 days,Non-Packaged,Male,Student,Others (specify),Others (specify),,157.16,35.46,28.37,0,0,0,0,179.81,Hotel,Hotel 81 - Osaka,Friends,,,,
6841,2014,April,10-Apr-14,Indonesia,Surabaya,Leisure,Visiting friends/relatives,,,Tuas,English,Yes,1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,49.65,25.53,0,0,0,0,129.81,Stayed with relatives/ friends,,Spouse,,,,
6849,2014,April,10-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,Exhibition/Trade show,,,Tuas,Malay,Yes,2 days,Business (Non-Packaged),Female,"Mager (CEO, company director, senior mager)",Accommodation and Food & Beverage-related activities,Mager/ Assistant Mager,,141.85,70.93,21.28,0,0,0,0,89.81,Hotel,Hotel 81 (Not Specified),Spouse,,,,
6894,2014,April,11-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,Exhibition/Trade show,Terminal 1,,,English,No,2 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Accommodation and Food & Beverage-related activities,Director,,425.55,212.78,99.3,0,0,0,0,489.81,Hotel,Ibis Singapore (Not Specified),Business associates/ Colleagues,,,,
6895,2014,April,11-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,Exhibition/Trade show,Terminal 1,,,English,No,2 days,Business (Non-Packaged),Male,"Businessman (medium size company, 50 -250 people)",Accommodation and Food & Beverage-related activities,General Mager,,752.87,212.78,42.56,0,0,0,25,189.81,Hotel,Mandarin Orchard Singapore,Alone,,,,
6907,2014,April,11-Apr-14,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 2,,,Chinese,No,6 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,0,3.55,0,0,0,0,109.81,Stayed with relatives/ friends,,Spouse,,,,
6908,2014,April,11-Apr-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 2,,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,468.11,170.22,49.65,0,0,520,0,589.81,Hotel,Mandarin Orchard Singapore,Spouse,,,,
6918,2014,April,11-Apr-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 2,,,English,No,4 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Mining and Quarrying,Mager/ Assistant Mager,,453.92,106.39,28.37,0,0,0,0,489.81,Hotel,V Hotel Lavender,Alone,,,,
6920,2014,April,11-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,Exhibition/Trade show,Terminal 2,,,English,No,4 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Accommodation and Food & Beverage-related activities,Mager/ Assistant Mager,,530.24,0,0,1300,0,0,0,89.81,Hotel,V Hotel Lavender,Alone,,,,
6921,2014,April,11-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 2,,,English,No,2 days,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,1039.31,70.93,42.56,0,0,0,0,129.81,Hotel,Singapore Marriott Hotel,Alone,,,,
6946,2014,April,11-Apr-14,Indonesia,Kalimantan,Leisure,Holiday/ Rest & Relax,,,Tuas,Malay,No,2 days,Non-Packaged,Female,"Executive (sales, administration)",Others (specify),Senior Executive,,85.11,56.74,24.82,0,0,0,0,89.81,Hotel,J8 Hotel,Children aged 20-39 yrs,Parents/ Parents-in-law,,,
6993,2014,April,12-Apr-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,Chinese,No,4 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,0,14.19,0,0,0,0,239.81,Stayed with relatives/ friends,,Alone,,,,
6994,2014,April,12-Apr-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Mager/ Assistant Mager,,92.2,17.73,42.56,0,0,0,0,179.81,Hostel (Rental by bed),,Children aged 13-19 yrs,,,,
7006,2014,April,12-Apr-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 3,,,English,No,2 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,446.83,141.85,35.46,0,0,700,0,1089.81,Hotel,Mandarin Orchard Singapore,Spouse,,,,
7007,2014,April,12-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,2 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Real Estate Activities,General Mager,,543.16,99.3,28.37,0,0,0,0,189.81,Hotel,Furama City Centre Singapore,Alone,,,,
7008,2014,April,12-Apr-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 3,,,English,No,2 days,Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,720.47,204.39,79.24,0,0,450,0,209.81,Hotel,York Hotel,Spouse,,,,
7010,2014,April,12-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,3 days,Business (Non-Packaged),Female,"Mager (CEO, company director, senior mager)",Environment and Energy,Mager/ Assistant Mager,,680.51,0,23.64,0,0,0,0,589.81,Hotel,Marina Bay Sands Singapore,Business associates/ Colleagues,,,,
7011,2014,April,12-Apr-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,425.55,108.75,23.64,0,0,0,0,589.81,Hotel,Mandarin Orchard Singapore,Spouse,,,,
7012,2014,April,12-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,2 days,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",Marketing & Media,Others (specify),Entertainer,346.44,0,94.57,0,0,0,0,189.81,Hotel,Singapore Marriott Hotel,Business associates/ Colleagues,,,,
7013,2014,April,12-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,2 days,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,255.97,35.46,0,0,0,0,0,89.81,Hotel,Royal Plaza,Business associates/ Colleagues,,,,
7014,2014,April,12-Apr-14,Indonesia,Jakarta,Education+Accompanying Pax,Skills development/skills training/vocational training,Terminal 3,,,English,No,6 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,157.16,0,14.19,0,0,0,0,239.81,Hotel,RELC International Hotel,Business associates/ Colleagues,,,,
7023,2014,April,12-Apr-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 3,,,English,No,2 days,Non-Packaged,Female,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Transportation and Logistics,Clerk/ Secretary/ Persol Assistant,,354.63,49.65,24.82,0,0,370,0,119.81,Hotel,The Elizabeth,Spouse,,,,
7024,2014,April,12-Apr-14,Indonesia,Jakarta,Education+Accompanying Pax,Skills development/skills training/vocational training,Terminal 3,,,English,No,5 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,223.71,0,14.19,0,0,0,0,159.81,Hotel,Ibis Singapore on Bencoolen,Business associates/ Colleagues,,,,
7025,2014,April,12-Apr-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 3,,,English,No,2 days,Non-Packaged,Female,Student,Others (specify),Others (specify),,0,0,14.19,0,0,300,0,89.81,Stayed with relatives/ friends,,Parents/ Parents-in-law,,,,
7032,2014,April,12-Apr-14,Indonesia,Jakarta,Leisure,Stopover,Terminal 2,,,English,No,1 day,Non-Packaged,Male,Others (specify),Others (specify),Others (specify),Engineer,191.29,42.56,34.04,0,0,0,0,89.81,Hotel,The Fragrance Hotel,Alone,,,,
7043,2014,April,12-Apr-14,Indonesia,Surabaya,Education+Accompanying Pax,"Executive training, including training workshops and seminar",Terminal 1,,,English,Yes,15-29 days,Non-Packaged,Male,Others (specify),Others (specify),Others (specify),Engineer,0,31.52,9.46,0,0,0,15,139.81,"Other paid accommodations (e.g.chalets, country clubs, etc)",,Friends,,,,
7044,2014,April,12-Apr-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,4 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,310.18,94.57,14.19,0,0,0,0,245.81,Hotel,Royal Plaza,Spouse,Children aged 0-7 yrs,,,
7045,2014,April,12-Apr-14,Indonesia,Surabaya,Leisure,Stopover,Terminal 1,,,English,Yes,1 day,Non-Packaged,Female,"Executive (sales, administration)",InfoComm Technology,Junior Executive,,404.27,56.74,17.02,0,0,0,0,179.81,Service Apartment,,Business associates/ Colleagues,,,,
7052,2014,April,12-Apr-14,Indonesia,Bali,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",Terminal 1,,,English,No,Under 1 day,Non-Packaged,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)","Hospitality, Travel & Tourism",Clerk/ Secretary/ Persol Assistant,,0,9.09,22.73,0,0,0,0,89.81,Accommodation not required - Day Tripper,,Alone,,,,
7062,2014,April,12-Apr-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,2 days,Non-Packaged,Male,"Businessman (medium size company, 50 -250 people)",Manufacturing and Chemicals,Director,,0,154.96,35.46,0,0,0,0,89.81,Stayed with relatives/ friends,,Alone,,,,
7063,2014,April,12-Apr-14,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,1 day,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Education,Senior Executive,,0,68.19,22.73,0,0,0,0,189.81,Stayed with relatives/ friends,,Alone,,,,
7064,2014,April,12-Apr-14,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,Yes,Under 1 day,Non-Packaged,Male,Student,Others (specify),Others (specify),,0,9.47,0,0,0,0,0,99.81,Accommodation not required - Day Tripper,,Parents/ Parents-in-law,Siblings,Other relatives,,
7066,2014,April,12-Apr-14,Indonesia,Yogyakarta,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,Yes,Under 1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",InfoComm Technology,Junior Executive,,0,7.09,14.19,0,0,0,0,89.81,Accommodation not required - Day Tripper,,Alone,,,,
7069,2014,April,12-Apr-14,Indonesia,Kalimantan,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Manufacturing and Chemicals,Senior Executive,,0,11.35,28.37,0,0,0,0,89.81,Accommodation not required - Day Tripper,,Alone,,,,
7070,2014,April,12-Apr-14,Indonesia,Indonesia,Leisure,Holiday/ Rest & Relax,,HCC,,English,Yes,Under 1 day,Non-Packaged,Male,Others (specify),Public Administration,Senior Executive,,0,17.05,11.36,0,0,0,0,99.81,Accommodation not required - Day Tripper,,Friends,,,,
7072,2014,April,12-Apr-14,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,1 day,Non-Packaged,Male,"Businessman (small company, <50 people)","Design related activities (e.g. architecture, interior, product, graphic design etc)",Director,,0,170.46,45.46,0,0,0,0,89.81,Stayed with relatives/ friends,,Friends,,,,
7073,2014,April,12-Apr-14,Indonesia,Batam,Leisure,Sightseeing/ Attractions,,HCC,,English,No,1 day,Non-Packaged,Male,"Executive (sales, administration)","Professiol, Scientific and Technical Activities",Senior Executive,,272.74,340.93,22.73,0,0,0,0,139.81,Hotel,The Fragrance Hotel,Alone,,,,
7074,2014,April,12-Apr-14,Indonesia,Batam,Business+Accompanying Pax,General business purpose,,HCC,,English,No,Under 1 day,Business (Non-Packaged),Male,Others (specify),"Hospitality, Travel & Tourism",Others (specify),Tour leader,0,0,0,0,0,0,0,89.81,Accommodation not required - Day Tripper,,Others,,,,
7075,2014,April,12-Apr-14,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Manufacturing and Chemicals,Mager/ Assistant Mager,,0,56.82,11.36,0,0,0,0,589.81,Accommodation not required - Day Tripper,,Spouse,,,,
7076,2014,April,12-Apr-14,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,Under 1 day,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Construction,Others (specify),Secretary,0,34.09,0,0,0,0,0,89.81,Accommodation not required - Day Tripper,,Alone,,,,
7100,2014,April,12-Apr-14,Indonesia,Bali,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Real Estate Activities,CEO/ Assistant CEO,,0,25.53,141.85,0,0,0,0,159.81,Stayed with relatives/ friends,,Alone,,,,
7130,2014,April,13-Apr-14,Indonesia,Jakarta,Leisure,"IR (e.g. MBS, RWS)",Terminal 3,,,English,No,2 days,Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)","Design related activities (e.g. architecture, interior, product, graphic design etc)",Others (specify),Accountant,720.47,216.21,72.15,0,0,0,0,229.81,Hotel,Festive Hotel,Spouse,Children aged 0-7 yrs,,,
7131,2014,April,13-Apr-14,Indonesia,Jakarta,Education+Accompanying Pax,Skills development/skills training/vocational training,Terminal 3,,,English,No,6 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,237.09,0,7.09,0,0,0,0,134.81,Hotel,Village Hotel Albert Court,Business associates/ Colleagues,,,,
7132,2014,April,13-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,4 days,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,336.8,85.11,35.46,0,0,0,0,169.81,Hotel,Strand Hotel,Alone,,,,
7133,2014,April,13-Apr-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,720.47,452.63,93.42,0,0,0,0,89.81,Hotel,Marina Bay Sands Singapore,Spouse,,,,
7134,2014,April,13-Apr-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,3 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Manufacturing and Chemicals,Mager/ Assistant Mager,,752.87,0,0,0,0,0,0,129.81,Hotel,Mandarin Orchard Singapore,Alone,,,,
7135,2014,April,13-Apr-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for In-patient treatment,Terminal 3,,,English,No,6 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Director,,559.45,94.57,23.64,0,0,14000,0,89.81,Hotel,"Mandarin Oriental, Singapore",Spouse,,,,
7146,2014,April,13-Apr-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Non-Packaged,Female,Student,Others (specify),Others (specify),,142.28,0,0,0,0,0,0,171.81,Hotel,Bay Hotel Singapore,Parents/ Parents-in-law,,,,
7147,2014,April,13-Apr-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,1 day,Packaged,Female,Unemployed,Others (specify),Others (specify),,360.23,49,64.44,0,0,0,0,357.81,Hotel,Marina Bay Sands Singapore,Parents/ Parents-in-law,Siblings,,,
7148,2014,April,13-Apr-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 3,,,English,No,2 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,397.18,85.11,21.28,0,0,320,0,117.81,Hotel,The Elizabeth,Spouse,,,,
