case,Year,R.mth,date,Country_residence,City_residence,Purpose_grp,Purpose,Air_Terminal,Sea_Terminal,Land_Terminal,langint,1st_visit,length_stay,travel_type,f1_gender,f3_occupation,f4_industry,f5_designation,f5_designation.oth,totacc_$,totfnb_$,tottran_$,totbiz_$,totedu_$,totmedi_$,tototh_$,totshopping_$,MainAccomm,MainHotel,travel_companion.1,travel_companion.2,travel_companion.3,travel_companion.4,travel_companion.5
17568,2014,September,29-Sep-14,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,,HCC,,Chinese,No,Under 1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,19.69,6.56,0,0,0,0,243.32,Accommodation not required - Day Tripper,,Spouse,,,,
17569,2014,September,29-Sep-14,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,No,Under 1 day,Non-Packaged,Male,Others (specify),Others (specify),Others (specify),Welder,0,18.86,28.3,0,0,0,0,93.32,Accommodation not required - Day Tripper,,Alone,,,,
17594,2014,October,1-Oct-14,Indonesia,Bandung,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Others (specify),"Design related activities (e.g. architecture, interior, product, graphic design etc)",Others (specify),Self employed,0,70.99,56.79,0,0,150,0,80.86,Stayed with relatives/ friends,,Siblings,,,,
17595,2014,October,1-Oct-14,Indonesia,Bandung,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,English,No,3 days,Non-Packaged,Male,Others (specify),Accommodation and Food & Beverage-related activities,Others (specify),Self employed,0,37.86,18.93,0,0,200,0,80.86,Stayed with relatives/ friends,,Siblings,,,,
17614,2014,October,1-Oct-14,Indonesia,Yogyakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0,340.75,0,0,0,0,0,210.86,Stayed with relatives/ friends,,Alone,,,,
17630,2014,October,1-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,2 days,Non-Packaged,Female,Others (specify),Wholesale and Retail Trade,Others (specify),Salesgirl,378.61,141.98,0,0,0,0,0,260.86,Hotel,Marina Bay Sands Singapore,Friends,,,,
17631,2014,October,1-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Male,Retired,Others (specify),Others (specify),,1402,42.59,42.59,0,0,0,0,280.86,Hotel,Marina Bay Sands Singapore,Alone,,,,
17632,2014,October,1-Oct-14,Indonesia,Jakarta,Leisure,Music-related,Terminal 1,,,English,No,3 days,Non-Packaged,Male,Others (specify),Others (specify),Others (specify),Band performer,0,0,0,0,0,0,0,100.86,Hostel (Rental by bed),,Friends,,,,
17633,2014,October,1-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,638.91,283.96,42.59,0,0,0,0,630.86,Hotel,InterContinental Singapore,Siblings,,,,
17634,2014,October,1-Oct-14,Indonesia,Bali,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Day surgery,Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Others (specify),Others (specify),Freelance photographer,212.97,35.49,70.99,0,0,4100,0,100.86,Hotel,Ibis Singapore on Bencoolen,Parents/ Parents-in-law,,,,
17635,2014,October,1-Oct-14,Indonesia,Bali,Business+Accompanying Pax,General business purpose,Terminal 1,,,English,No,2 days,Business (Non-Packaged),Female,"Executive (sales, administration)",Marketing & Media,Senior Executive,,398.55,0,42.59,0,0,0,0,190.86,Hotel,Mandarin Orchard Singapore,Business associates/ Colleagues,,,,
17647,2014,October,1-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,Yes,3 days,Packaged,Female,Student,Others (specify),Others (specify),,1080.7,241.65,25.24,0,0,0,0,514.2,Hotel,Orchard Parade Hotel,Siblings,,,,
17652,2014,October,1-Oct-14,Indonesia,Jakarta,Education+Accompanying Pax,Student enrichment programmes,Terminal 3,,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,0,141.98,70.99,0,0,0,0,155.86,Own Residence,,Children aged 13-19 yrs,,,,
17655,2014,October,1-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,2 days,Business (Non-Packaged),Male,"Executive (sales, administration)",InfoComm Technology,Senior Executive,,496.93,141.98,42.59,0,0,0,0,1090.86,Hotel,Crowne Plaza Changi Airport,Spouse,,,,
17656,2014,October,1-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,496.93,106.48,35.49,0,0,0,0,1105.86,Hotel,Crowne Plaza Changi Airport,Spouse,,,,
17669,2014,October,1-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,2 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Transportation and Logistics,Director,,724.09,56.79,47.33,0,0,166.67,0,714.2,Hotel,Grand Park Orchard,Spouse,Parents/ Parents-in-law,,,
17671,2014,October,1-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Non-Packaged,Male,Others (specify),Others (specify),Others (specify),Pastor,212.97,70.99,14.2,0,0,0,0,80.86,Hotel,Ibis Singapore Novena,Spouse,,,,
17672,2014,October,1-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Mager/ Assistant Mager,,212.97,106.48,35.49,0,0,0,0,80.86,Hotel,Ibis Singapore Novena,Spouse,,,,
17683,2014,October,2-Oct-14,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,2 days,Non-Packaged,Male,Others (specify),Accommodation and Food & Beverage-related activities,Others (specify),Self employed,0,0,14.2,0,0,0,0,99.86,Stayed with relatives/ friends,,Alone,,,,
17684,2014,October,2-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Executive (sales, administration)",Public Administration,Junior Executive,,78.09,35.49,27.92,0,0,0,0,190.86,Hostel (Rental by bed),,Parents/ Parents-in-law,,,,
17685,2014,October,2-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,Convention/conference,Terminal 1,,,English,No,4 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Marketing & Media,Mager/ Assistant Mager,,1135.12,0,0,50,0,0,0,80.86,Hotel,Sheraton Towers Singapore Hotel,Friends,,,,
17686,2014,October,2-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,2 days,Non-Packaged,Male,Student,Others (specify),Others (specify),,63.02,0,0,0,0,0,0,80.86,Hotel,Hotel 81 - Bugis,Parents/ Parents-in-law,Siblings,,,
17699,2014,October,2-Oct-14,Indonesia,Balikpapan,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Mining and Quarrying,Others (specify),Engineer,496.93,113.58,14.2,0,0,0,0,80.86,Hotel,Grand Park Orchard,Partner/ Boyfriend/ Girlfriend,,,,
17703,2014,October,2-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Fincial and Insurance Activities,Others (specify),Engineer,187.01,28.4,23.66,0,0,0,0,280.86,Hotel,Strand Hotel,Spouse,,,,
17708,2014,October,2-Oct-14,Indonesia,Yogyakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,2 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",InfoComm Technology,Others (specify),Programmer,56.79,14.2,14.2,0,0,0,0,140.86,Hostel (Rental by bed),,Parents/ Parents-in-law,,,,
17710,2014,October,2-Oct-14,Indonesia,Yogyakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Accommodation and Food & Beverage-related activities,Others (specify),Co owner,0,14.2,21.3,0,0,0,0,140.86,Stayed with relatives/ friends,,Alone,,,,
17721,2014,October,2-Oct-14,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,15-29 days,Non-Packaged,Male,Unemployed,Others (specify),Others (specify),,0,48.96,9.79,0,0,0,0,80.86,Stayed with relatives/ friends,,Alone,,,,
17722,2014,October,2-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,Chinese,No,4 days,Non-Packaged,Male,Retired,Others (specify),Others (specify),,0,124.23,17.75,0,0,800,0,110.86,Stayed with relatives/ friends,,Spouse,,,,
17726,2014,October,2-Oct-14,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,2 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0,28.4,21.3,0,0,0,0,120.86,Stayed with relatives/ friends,,Alone,,,,
17728,2014,October,2-Oct-14,Indonesia,Bandung,Business+Accompanying Pax,General business purpose,Terminal 1,,,English,No,1 day,Business (Non-Packaged),Male,"Businessman (small company, <50 people)",Mining and Quarrying,Others (specify),Owner,258.22,56.79,42.59,0,0,0,0,129.86,Hotel,Holiday Inn Express Singapore Orchard Road,Siblings,,,,
17736,2014,October,2-Oct-14,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 3,,,English,No,5 days,Non-Packaged,Male,Retired,Others (specify),Others (specify),,0,132.51,28.4,0,0,0,0,144.2,Stayed with relatives/ friends,,Spouse,Parents/ Parents-in-law,,,
17741,2014,October,2-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Mining and Quarrying,Others (specify),Engineer,189.31,118.32,47.33,0,0,0,0,205.86,Hotel,V Hotel Lavender,Friends,,,,
17742,2014,October,2-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Mining and Quarrying,Others (specify),Engineer,189.31,118.32,23.66,0,0,0,0,220.86,Hotel,V Hotel Lavender,Friends,,,,
17743,2014,October,2-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,2 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Construction,CEO/ Assistant CEO,,0,35.49,14.2,0,0,2000,0,80.86,Own Residence,,Siblings,,,,
17747,2014,October,2-Oct-14,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 3,,,Chinese,No,2 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,461.43,177.47,56.79,0,0,0,0,1830.86,Hotel,Mandarin Orchard Singapore,Other relatives,,,,
17750,2014,October,2-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Executive (sales, administration)",Construction,Senior Executive,,157.75,63.1,15.78,0,0,0,0,114.2,Hotel,V Hotel Lavender,Spouse,Children aged 0-7 yrs,,,
17755,2014,October,2-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,2 days,Non-Packaged,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Accommodation and Food & Beverage-related activities,Clerk/ Secretary/ Persol Assistant,,242.83,94.65,47.33,0,0,100,0,114.2,Hotel,Other Hotels,Spouse,Children aged 0-7 yrs,,,
17756,2014,October,2-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,227.17,283.96,198.77,0,0,0,0,97.86,Hotel,Fragrance Hotel - Classic,Alone,,,,
17759,2014,October,2-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,1 day,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Wholesale and Retail Trade,Mager/ Assistant Mager,,851.87,227.17,113.58,0,0,400,0,238.86,Hotel,York Hotel,Alone,,,,
17766,2014,October,3-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,Convention/conference,Terminal 1,,,English,No,3 days,Business (Non-Packaged),Female,"Professiols (doctor, lawyer, lecturer, etc)",Marketing & Media,Junior Executive,,0,47.33,9.47,10,0,0,0,80.86,Hostel (Rental by bed),,Alone,,,,
17798,2014,October,3-Oct-14,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,Yes,2 days,Non-Packaged,Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)","Hospitality, Travel & Tourism",Clerk/ Secretary/ Persol Assistant,,0,21.3,21.3,0,0,0,0,135.86,Stayed with relatives/ friends,,Siblings,,,,
17824,2014,October,3-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,Chinese,No,2 days,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,283.96,70.99,70.99,0,0,0,0,240.86,Hotel,Grand Copthorne Waterfront Hotel Singapore,Parents/ Parents-in-law,,,,
17825,2014,October,3-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,Chinese,No,1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,157.54,56.79,49.69,0,0,420,0,330.86,Hotel,Hotel 81 - Chinatown,Spouse,,,,
17854,2014,October,3-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Mining and Quarrying,CEO/ Assistant CEO,,302.89,141.98,23.66,0,0,0,0,200.86,Hotel,Grand Mercure Roxy Hotel,Alone,,,,
17855,2014,October,3-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,Chinese,No,6 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,0,47.33,70.99,0,0,1500,0,136.86,Stayed with relatives/ friends,,Friends,,,,
17856,2014,October,3-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Non-Packaged,Male,"Executive (sales, administration)",Marketing & Media,Senior Executive,,473.26,156.18,47.33,0,0,0,0,514.2,Hotel,Marina Bay Sands Singapore,Friends,,,,
17861,2014,October,3-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Non-Packaged,Male,"Businessman (medium size company, 50 -250 people)",Public Administration,Others (specify),Owner,709.9,70.99,56.79,0,0,0,0,1080.86,Hotel,Marina Bay Sands Singapore,Friends,,,,
17867,2014,October,3-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,Terminal 3,,,English,No,15-29 days,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",InfoComm Technology,Others (specify),Engineer,315.08,59.16,5.92,0,0,0,0,110.86,Hotel,Ibis Singapore on Bencoolen,Alone,,,,
17868,2014,October,3-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,894.47,397.54,283.96,0,0,25000,0,80.86,Hotel,Fairmont Singapore,Spouse,,,,
17869,2014,October,3-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,4 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Others (specify),Director,,0,118.32,0,0,0,0,0,107.53,Own Residence,,Business associates/ Colleagues,,,,
17878,2014,October,3-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,4 days,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",InfoComm Technology,Others (specify),Engineer,1419.79,141.98,70.99,0,0,0,0,80.86,Hotel,Ramada Singapore at Zhongshan Park,Alone,,,,
17897,2014,October,4-Oct-14,Indonesia,Yogyakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,6 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Defence and Security,Others (specify),Engineer,0,47.33,9.47,0,0,0,0,130.86,Stayed with relatives/ friends,,Friends,,,,
17899,2014,October,4-Oct-14,Indonesia,Yogyakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)","Design related activities (e.g. architecture, interior, product, graphic design etc)",Director,,292.49,35.49,42.59,0,0,0,0,80.86,Hotel,Park Hotel Clarke Quay,Spouse,,,,
17900,2014,October,4-Oct-14,Indonesia,Yogyakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,4 days,Non-Packaged,Male,Others (specify),Accommodation and Food & Beverage-related activities,Others (specify),Self employed,0,35.49,14.2,0,0,0,0,110.86,Stayed with relatives/ friends,,Friends,,,,
17908,2014,October,4-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Female,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Wholesale and Retail Trade,Others (specify),Sales,126.2,78.88,15.78,0,0,0,0,80.86,Hotel,Hotel Bencoolen,Spouse,Children aged 0-7 yrs,,,
17909,2014,October,4-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Others (specify),Director,,292.74,28.4,56.79,0,0,400,0,305.86,Hotel,York Hotel,Spouse,,,,
17910,2014,October,4-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 1,,,English,No,2 days,Non-Packaged,Male,Retired,Others (specify),Others (specify),,177.47,35.49,21.3,0,0,300,0,80.86,Hotel,South East Asia Hotel,Spouse,,,,
17932,2014,October,4-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,6 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Others (specify),Others (specify),Engineer,128.46,85.88,14.68,0,0,0,0,80.86,Hotel,Resp doesn't know,Friends,,,,
17933,2014,October,4-Oct-14,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,8-10 days,Non-Packaged,Female,Unemployed,Others (specify),Others (specify),,0,31.07,2.45,0,0,0,0,260.86,Stayed with relatives/ friends,,Alone,,,,
17934,2014,October,4-Oct-14,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Healthcare and Biomedical Sciences,Others (specify),Engineer,0,22.02,0,0,0,0,0,80.86,Accommodation not required - Day Tripper,,Alone,,,,
17935,2014,October,4-Oct-14,Indonesia,Indonesia,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",,HCC,,Chinese,No,Under 1 day,Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,0,0,14.49,0,0,0,0,80.86,Accommodation not required - Day Tripper,,Friends,,,,
17937,2014,October,4-Oct-14,Indonesia,Palembang,Leisure,Holiday/ Rest & Relax,,HCC,,English,No,1 day,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,110.11,44.04,22.02,5,0,0,0,80.86,Hotel,La Mode (Sophia),Alone,,,,
17938,2014,October,4-Oct-14,Indonesia,Batam,Business+Accompanying Pax,General business purpose,,HCC,,English,No,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Manufacturing and Chemicals,Mager/ Assistant Mager,,396.38,132.13,220.21,0,0,0,0,80.86,Hotel,Furama City Centre Singapore,Alone,,,,
17939,2014,October,4-Oct-14,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,No,Under 1 day,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Manufacturing and Chemicals,Mager/ Assistant Mager,,0,0,33.03,0,0,0,0,620.86,Accommodation not required - Day Tripper,,Alone,,,,
17940,2014,October,4-Oct-14,Indonesia,Batam,Business+Accompanying Pax,General business purpose,,HCC,,English,No,5 days,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,142.62,4.4,0,0,0,0,0,80.86,Hotel,Robertson Quay Hotel,Business associates/ Colleagues,,,,
17941,2014,October,4-Oct-14,Indonesia,Batam,Business+Accompanying Pax,General business purpose,,HCC,,English,No,Under 1 day,Business (Non-Packaged),Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0,7.71,3.3,10,0,0,0,80.86,Accommodation not required - Day Tripper,,Alone,,,,
17942,2014,October,4-Oct-14,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Manufacturing and Chemicals,Director,,0,58.72,7.34,0,0,46.67,0,174.2,Accommodation not required - Day Tripper,,Spouse,Children aged 8-12 yrs,,,
17943,2014,October,4-Oct-14,Indonesia,Batam,Leisure,Visiting friends/relatives,,HCC,,English,No,Under 1 day,Non-Packaged,Male,"Businessman (medium size company, 50 -250 people)",Transportation and Logistics,CEO/ Assistant CEO,,0,73.4,11.01,0,0,0,0,204.2,Accommodation not required - Day Tripper,,Spouse,Parents/ Parents-in-law,,,
17951,2014,October,4-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,Yes,3 days,Non-Packaged,Female,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Online biz owner,118.32,56.79,18.93,0,0,0,0,167.86,Hotel,85 Beach Garden Hotel,Friends,,,,
17952,2014,October,4-Oct-14,Indonesia,Jakarta,Leisure,Music-related,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",InfoComm Technology,Others (specify),Accountant,99.39,47.33,14.2,0,0,0,0,871.86,Hotel,Hotel 81 - Geylang,Friends,,,,
17965,2014,October,4-Oct-14,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)","Hospitality, Travel & Tourism",Others (specify),Accountant,0,0,0,0,0,0,0,1095.86,Service Apartment,,Spouse,,,,
17966,2014,October,4-Oct-14,Indonesia,Bandung,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,Terminal 1,,,English,No,5 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,96.55,113.58,28.4,0,0,650,0,130.86,Hotel,Days Hotel Singapore at Zhongshan Park,Spouse,Parents/ Parents-in-law,Children aged 0-7 yrs,Others,
17967,2014,October,4-Oct-14,Indonesia,Bandung,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,4 days,Packaged,Female,Homemaker (Full time),Others (specify),Others (specify),,1440.93,0,0,0,0,0,0,128.86,Hotel,Mandarin Orchard Singapore,Spouse,Children aged 0-7 yrs,,,
17971,2014,October,4-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 1,,,English,No,3 days,Non-Packaged,Female,Student,Others (specify),Others (specify),,157.54,0,14.2,0,0,0,0,105.86,Hotel,Value Hotel - Thomson,Parents/ Parents-in-law,,,,
17972,2014,October,4-Oct-14,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 1,,,English,No,6 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Others (specify),Others (specify),Law Consultant,0,47.33,11.83,0,0,0,0,80.86,Stayed with relatives/ friends,,Alone,,,,
17982,2014,October,4-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Real Estate Activities,Others (specify),Owner,709.9,92.29,70.99,0,0,0,0,180.86,Hotel,Mandarin Orchard Singapore,Spouse,Children aged 8-12 yrs,Siblings,,
17987,2014,October,4-Oct-14,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,Terminal 3,,,Chinese,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,283.96,141.98,47.33,0,0,0,0,80.86,Hotel,Goodwood Park Hotel,Spouse,Children aged 8-12 yrs,,,
17988,2014,October,4-Oct-14,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Marketing & Media,Director,,709.9,283.96,170.37,0,0,0,0,180.86,Hotel,The Quincy Hotel,Alone,,,,
17989,2014,October,4-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,2 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Wholesale and Retail Trade,Director,,638.91,177.47,70.99,0,0,2000,0,2880.86,Hotel,Oasia Hotel,Spouse,,,,
17991,2014,October,4-Oct-14,Indonesia,Jakarta,Leisure,Visiting friends/relatives,Terminal 3,,,English,No,1 day,Non-Packaged,Male,"Businessman (large company, > 250 people)",Manufacturing and Chemicals,President/ Vice-President,,425.94,354.95,70.99,0,0,0,0,630.86,Hotel,Mandarin Orchard Singapore,Spouse,,,,
17992,2014,October,4-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,2 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Accommodation and Food & Beverage-related activities,Director,,567.92,70.99,42.59,0,0,3000,0,140.86,Hotel,York Hotel,Parents/ Parents-in-law,,,,
17993,2014,October,4-Oct-14,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,Terminal 3,,,English,No,2 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Wholesale and Retail Trade,Mager/ Assistant Mager,,354.95,106.48,21.3,0,0,5000,0,130.86,Hotel,Parc Sovereign Hotel,Children aged 13-19 yrs,,,,
17995,2014,October,4-Oct-14,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,473.26,236.63,47.33,0,0,0,0,2580.86,Hotel,Royal Plaza,Spouse,,,,
